Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"HSD17B10","Hydroxysteroid 17-Beta Dehydrogenase 10","Protein Coding","65","GC0XM053431","0.54","/cgi-bin/carddisp.pl?gene=HSD17B10"
"MCCC2","Methylcrotonoyl-CoA Carboxylase 2","Protein Coding","65","GC05P071587","0.54","/cgi-bin/carddisp.pl?gene=MCCC2"
"AMPD2","Adenosine Monophosphate Deaminase 2","Protein Coding","65","GC01P109616","0.54","/cgi-bin/carddisp.pl?gene=AMPD2"
"MAT2A","Methionine Adenosyltransferase 2A","Protein Coding","65","GC02P085538","0.54","/cgi-bin/carddisp.pl?gene=MAT2A"
"SAG","S-Antigen Visual Arrestin","Protein Coding","65","GC02P233309","0.54","/cgi-bin/carddisp.pl?gene=SAG"
"S100A4","S100 Calcium Binding Protein A4","Protein Coding","65","GC01M153518","0.54","/cgi-bin/carddisp.pl?gene=S100A4"
"RPSA","Ribosomal Protein SA","Protein Coding","65","GC03P039406","0.54","/cgi-bin/carddisp.pl?gene=RPSA"
"MAP4K5","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 5","Protein Coding","65","GC14M050418","0.54","/cgi-bin/carddisp.pl?gene=MAP4K5"
"TPK1","Thiamin Pyrophosphokinase 1","Protein Coding","65","GC07M144451","0.54","/cgi-bin/carddisp.pl?gene=TPK1"
"EIF2B5","Eukaryotic Translation Initiation Factor 2B Subunit Epsilon","Protein Coding","65","GC03P184135","0.54","/cgi-bin/carddisp.pl?gene=EIF2B5"
"POLR2B","RNA Polymerase II Subunit B","Protein Coding","65","GC04P056977","0.54","/cgi-bin/carddisp.pl?gene=POLR2B"
"RAD21","RAD21 Cohesin Complex Component","Protein Coding","65","GC08M116846","0.54","/cgi-bin/carddisp.pl?gene=RAD21"
"WIF1","WNT Inhibitory Factor 1","Protein Coding","65","GC12M065050","0.54","/cgi-bin/carddisp.pl?gene=WIF1"
"POLR2A","RNA Polymerase II Subunit A","Protein Coding","65","GC17P007626","0.54","/cgi-bin/carddisp.pl?gene=POLR2A"
"MYO6","Myosin VI","Protein Coding","65","GC06P075749","0.54","/cgi-bin/carddisp.pl?gene=MYO6"
"ULK1","Unc-51 Like Autophagy Activating Kinase 1","Protein Coding","65","GC12P131894","0.54","/cgi-bin/carddisp.pl?gene=ULK1"
"TACR2","Tachykinin Receptor 2","Protein Coding","65","GC10M069403","0.54","/cgi-bin/carddisp.pl?gene=TACR2"
"PRPS1","Phosphoribosyl Pyrophosphate Synthetase 1","Protein Coding","65","GC0XP107628","0.54","/cgi-bin/carddisp.pl?gene=PRPS1"
"P2RY1","Purinergic Receptor P2Y1","Protein Coding","65","GC03P152835","0.54","/cgi-bin/carddisp.pl?gene=P2RY1"
"EPHB6","EPH Receptor B6","Protein Coding","65","GC07P143397","0.54","/cgi-bin/carddisp.pl?gene=EPHB6"
"ASNS","Asparagine Synthetase (Glutamine-Hydrolyzing)","Protein Coding","65","GC07M097854","0.54","/cgi-bin/carddisp.pl?gene=ASNS"
"USP9X","Ubiquitin Specific Peptidase 9, X-Linked","Protein Coding","65","GC0XP041085","0.54","/cgi-bin/carddisp.pl?gene=USP9X"
"APOA2","Apolipoprotein A2","Protein Coding","65","GC01M161192","0.54","/cgi-bin/carddisp.pl?gene=APOA2"
"RPS3","Ribosomal Protein S3","Protein Coding","65","GC11P075333","0.54","/cgi-bin/carddisp.pl?gene=RPS3"
"FMR1","Fragile X Mental Retardation 1","Protein Coding","65","GC0XP147912","0.54","/cgi-bin/carddisp.pl?gene=FMR1"
"ATG5","Autophagy Related 5","Protein Coding","65","GC06M106045","0.54","/cgi-bin/carddisp.pl?gene=ATG5"
"ACADM","Acyl-CoA Dehydrogenase, C-4 To C-12 Straight Chain","Protein Coding","65","GC01P075724","0.54","/cgi-bin/carddisp.pl?gene=ACADM"
"TNFRSF12A","TNF Receptor Superfamily Member 12A","Protein Coding","65","GC16P003018","0.54","/cgi-bin/carddisp.pl?gene=TNFRSF12A"
"MTHFD1","Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1","Protein Coding","65","GC14P064388","0.54","/cgi-bin/carddisp.pl?gene=MTHFD1"
"PLOD3","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 3","Protein Coding","65","GC07M101205","0.54","/cgi-bin/carddisp.pl?gene=PLOD3"
"SORT1","Sortilin 1","Protein Coding","65","GC01M109310","0.54","/cgi-bin/carddisp.pl?gene=SORT1"
"LTA4H","Leukotriene A4 Hydrolase","Protein Coding","65","GC12M096000","0.54","/cgi-bin/carddisp.pl?gene=LTA4H"
"RPL5","Ribosomal Protein L5","Protein Coding","65","GC01P092769","0.54","/cgi-bin/carddisp.pl?gene=RPL5"
"PNKP","Polynucleotide Kinase 3'-Phosphatase","Protein Coding","65","GC19M049861","0.54","/cgi-bin/carddisp.pl?gene=PNKP"
"CTTN","Cortactin","Protein Coding","65","GC11P070398","0.54","/cgi-bin/carddisp.pl?gene=CTTN"
"CTSA","Cathepsin A","Protein Coding","65","GC20P045890","0.54","/cgi-bin/carddisp.pl?gene=CTSA"
"ARPC2","Actin Related Protein 2/3 Complex Subunit 2","Protein Coding","65","GC02P218217","0.54","/cgi-bin/carddisp.pl?gene=ARPC2"
"FUS","FUS RNA Binding Protein","Protein Coding","65","GC16P031181","0.54","/cgi-bin/carddisp.pl?gene=FUS"
"SHMT2","Serine Hydroxymethyltransferase 2","Protein Coding","65","GC12P057229","0.54","/cgi-bin/carddisp.pl?gene=SHMT2"
"FSCN1","Fascin Actin-Bundling Protein 1","Protein Coding","65","GC07P005632","0.54","/cgi-bin/carddisp.pl?gene=FSCN1"
"SEC24D","SEC24 Homolog D, COPII Coat Complex Component","Protein Coding","65","GC04M118722","0.54","/cgi-bin/carddisp.pl?gene=SEC24D"
"THY1","Thy-1 Cell Surface Antigen","Protein Coding","65","GC11M119417","0.54","/cgi-bin/carddisp.pl?gene=THY1"
"ARRB1","Arrestin Beta 1","Protein Coding","65","GC11M075261","0.54","/cgi-bin/carddisp.pl?gene=ARRB1"
"SLC27A4","Solute Carrier Family 27 Member 4","Protein Coding","65","GC09P128340","0.54","/cgi-bin/carddisp.pl?gene=SLC27A4"
"SCARB2","Scavenger Receptor Class B Member 2","Protein Coding","65","GC04M076158","0.54","/cgi-bin/carddisp.pl?gene=SCARB2"
"SYN1","Synapsin I","Protein Coding","65","GC0XM047571","0.54","/cgi-bin/carddisp.pl?gene=SYN1"
"ETFA","Electron Transfer Flavoprotein Alpha Subunit","Protein Coding","65","GC15M076215","0.54","/cgi-bin/carddisp.pl?gene=ETFA"
"BAG1","BCL2 Associated Athanogene 1","Protein Coding","65","GC09M033245","0.54","/cgi-bin/carddisp.pl?gene=BAG1"
"ATXN3","Ataxin 3","Protein Coding","65","GC14M092040","0.54","/cgi-bin/carddisp.pl?gene=ATXN3"
"DOCK1","Dedicator Of Cytokinesis 1","Protein Coding","65","GC10P126905","0.54","/cgi-bin/carddisp.pl?gene=DOCK1"
"TGIF1","TGFB Induced Factor Homeobox 1","Protein Coding","65","GC18P003411","0.54","/cgi-bin/carddisp.pl?gene=TGIF1"
"GAB2","GRB2 Associated Binding Protein 2","Protein Coding","64","GC11M078215","0.54","/cgi-bin/carddisp.pl?gene=GAB2"
"FHL2","Four And A Half LIM Domains 2","Protein Coding","64","GC02M105343","0.54","/cgi-bin/carddisp.pl?gene=FHL2"
"TREX1","Three Prime Repair Exonuclease 1","Protein Coding","64","GC03P048506","0.54","/cgi-bin/carddisp.pl?gene=TREX1"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","64","GC04M152321","0.54","/cgi-bin/carddisp.pl?gene=FBXW7"
"QARS","Glutaminyl-TRNA Synthetase","Protein Coding","64","GC03M049108","0.54","/cgi-bin/carddisp.pl?gene=QARS"
"GNE","Glucosamine (UDP-N-Acetyl)-2-Epimerase/N-Acetylmannosamine Kinase","Protein Coding","64","GC09M036214","0.54","/cgi-bin/carddisp.pl?gene=GNE"
"ALDH18A1","Aldehyde Dehydrogenase 18 Family Member A1","Protein Coding","64","GC10M095605","0.54","/cgi-bin/carddisp.pl?gene=ALDH18A1"
"HAT1","Histone Acetyltransferase 1","Protein Coding","64","GC02P171922","0.54","/cgi-bin/carddisp.pl?gene=HAT1"
"TAT","Tyrosine Aminotransferase","Protein Coding","64","GC16M071565","0.54","/cgi-bin/carddisp.pl?gene=TAT"
"OCRL","OCRL, Inositol Polyphosphate-5-Phosphatase","Protein Coding","64","GC0XP129539","0.54","/cgi-bin/carddisp.pl?gene=OCRL"
"NCOA1","Nuclear Receptor Coactivator 1","Protein Coding","64","GC02P024545","0.54","/cgi-bin/carddisp.pl?gene=NCOA1"
"RGS4","Regulator Of G-Protein Signaling 4","Protein Coding","64","GC01P163038","0.54","/cgi-bin/carddisp.pl?gene=RGS4"
"CHRNB2","Cholinergic Receptor Nicotinic Beta 2 Subunit","Protein Coding","64","GC01P154540","0.54","/cgi-bin/carddisp.pl?gene=CHRNB2"
"MAD2L1","MAD2 Mitotic Arrest Deficient-Like 1 (Yeast)","Protein Coding","64","GC04M120055","0.54","/cgi-bin/carddisp.pl?gene=MAD2L1"
"EPRS","Glutamyl-Prolyl-TRNA Synthetase","Protein Coding","64","GC01M219968","0.54","/cgi-bin/carddisp.pl?gene=EPRS"
"PSMD2","Proteasome 26S Subunit, Non-ATPase 2","Protein Coding","64","GC03P184298","0.54","/cgi-bin/carddisp.pl?gene=PSMD2"
"ERAP1","Endoplasmic Reticulum Aminopeptidase 1","Protein Coding","64","GC05M096760","0.54","/cgi-bin/carddisp.pl?gene=ERAP1"
"EPS15","Epidermal Growth Factor Receptor Pathway Substrate 15","Protein Coding","64","GC01M051447","0.54","/cgi-bin/carddisp.pl?gene=EPS15"
"CALCRL","Calcitonin Receptor Like Receptor","Protein Coding","64","GC02M187341","0.54","/cgi-bin/carddisp.pl?gene=CALCRL"
"IL21","Interleukin 21","Protein Coding","64","GC04M122612","0.54","/cgi-bin/carddisp.pl?gene=IL21"
"CALD1","Caldesmon 1","Protein Coding","64","GC07P134744","0.54","/cgi-bin/carddisp.pl?gene=CALD1"
"CBR1","Carbonyl Reductase 1","Protein Coding","64","GC21P036069","0.54","/cgi-bin/carddisp.pl?gene=CBR1"
"CHRNA5","Cholinergic Receptor Nicotinic Alpha 5 Subunit","Protein Coding","64","GC15P078565","0.54","/cgi-bin/carddisp.pl?gene=CHRNA5"
"CHN1","Chimerin 1","Protein Coding","64","GC02M174799","0.54","/cgi-bin/carddisp.pl?gene=CHN1"
"ETFB","Electron Transfer Flavoprotein Beta Subunit","Protein Coding","64","GC19M051345","0.54","/cgi-bin/carddisp.pl?gene=ETFB"
"HNF1A","HNF1 Homeobox A","Protein Coding","64","GC12P120978","0.54","/cgi-bin/carddisp.pl?gene=HNF1A"
"CDA","Cytidine Deaminase","Protein Coding","64","GC01P020588","0.54","/cgi-bin/carddisp.pl?gene=CDA"
"MUT","Methylmalonyl-CoA Mutase","Protein Coding","64","GC06M049506","0.54","/cgi-bin/carddisp.pl?gene=MUT"
"FOXA1","Forkhead Box A1","Protein Coding","64","GC14M037589","0.54","/cgi-bin/carddisp.pl?gene=FOXA1"
"AGTR2","Angiotensin II Receptor Type 2","Protein Coding","64","GC0XP116170","0.54","/cgi-bin/carddisp.pl?gene=AGTR2"
"GRIK5","Glutamate Ionotropic Receptor Kainate Type Subunit 5","Protein Coding","64","GC19M041998","0.54","/cgi-bin/carddisp.pl?gene=GRIK5"
"EIF4A3","Eukaryotic Translation Initiation Factor 4A3","Protein Coding","64","GC17M080135","0.54","/cgi-bin/carddisp.pl?gene=EIF4A3"
"RGS9","Regulator Of G-Protein Signaling 9","Protein Coding","64","GC17P065137","0.54","/cgi-bin/carddisp.pl?gene=RGS9"
"ADD1","Adducin 1","Protein Coding","64","GC04P002852","0.54","/cgi-bin/carddisp.pl?gene=ADD1"
"CIITA","Class II Major Histocompatibility Complex Transactivator","Protein Coding","64","GC16P010879","0.54","/cgi-bin/carddisp.pl?gene=CIITA"
"CHRNE","Cholinergic Receptor Nicotinic Epsilon Subunit","Protein Coding","64","GC17M004897","0.54","/cgi-bin/carddisp.pl?gene=CHRNE"
"SARS","Seryl-TRNA Synthetase","Protein Coding","64","GC01P109213","0.54","/cgi-bin/carddisp.pl?gene=SARS"
"PRL","Prolactin","Protein Coding","64","GC06M022230","0.54","/cgi-bin/carddisp.pl?gene=PRL"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","64","GC11M017106","0.54","/cgi-bin/carddisp.pl?gene=PIK3C2A"
"AGL","Amylo-Alpha-1, 6-Glucosidase, 4-Alpha-Glucanotransferase","Protein Coding","64","GC01P099850","0.54","/cgi-bin/carddisp.pl?gene=AGL"
"YARS","Tyrosyl-TRNA Synthetase","Protein Coding","64","GC01M032743","0.54","/cgi-bin/carddisp.pl?gene=YARS"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","64","GC09P107283","0.54","/cgi-bin/carddisp.pl?gene=RAD23B"
"ARHGEF1","Rho Guanine Nucleotide Exchange Factor 1","Protein Coding","64","GC19P041883","0.54","/cgi-bin/carddisp.pl?gene=ARHGEF1"
"FKBP5","FK506 Binding Protein 5","Protein Coding","64","GC06M037021","0.54","/cgi-bin/carddisp.pl?gene=FKBP5"
"PADI4","Peptidyl Arginine Deiminase 4","Protein Coding","64","GC01P017308","0.54","/cgi-bin/carddisp.pl?gene=PADI4"
"P2RY2","Purinergic Receptor P2Y2","Protein Coding","64","GC11P073217","0.54","/cgi-bin/carddisp.pl?gene=P2RY2"
"USP10","Ubiquitin Specific Peptidase 10","Protein Coding","64","GC16P084734","0.54","/cgi-bin/carddisp.pl?gene=USP10"
"ABCD3","ATP Binding Cassette Subfamily D Member 3","Protein Coding","64","GC01P094355","0.54","/cgi-bin/carddisp.pl?gene=ABCD3"
"SOX10","SRY-Box 10","Protein Coding","64","GC22M040654","0.54","/cgi-bin/carddisp.pl?gene=SOX10"
"TSG101","Tumor Susceptibility 101","Protein Coding","64","GC11M018468","0.54","/cgi-bin/carddisp.pl?gene=TSG101"
"HCFC1","Host Cell Factor C1","Protein Coding","64","GC0XM153947","0.54","/cgi-bin/carddisp.pl?gene=HCFC1"
"LARS2","Leucyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","64","GC03P045405","0.54","/cgi-bin/carddisp.pl?gene=LARS2"
"POLA1","DNA Polymerase Alpha 1, Catalytic Subunit","Protein Coding","64","GC0XP024712","0.54","/cgi-bin/carddisp.pl?gene=POLA1"
"GPD2","Glycerol-3-Phosphate Dehydrogenase 2","Protein Coding","64","GC02P156435","0.54","/cgi-bin/carddisp.pl?gene=GPD2"
"ARHGEF12","Rho Guanine Nucleotide Exchange Factor 12","Protein Coding","64","GC11P120336","0.54","/cgi-bin/carddisp.pl?gene=ARHGEF12"
"MAPK8IP1","Mitogen-Activated Protein Kinase 8 Interacting Protein 1","Protein Coding","64","GC11P045908","0.54","/cgi-bin/carddisp.pl?gene=MAPK8IP1"
"ATIC","5-Aminoimidazole-4-Carboxamide Ribonucleotide Formyltransferase/IMP Cyclohydrolase","Protein Coding","64","GC02P215311","0.54","/cgi-bin/carddisp.pl?gene=ATIC"
"PSMA2","Proteasome Subunit Alpha 2","Protein Coding","64","GC07M042916","0.54","/cgi-bin/carddisp.pl?gene=PSMA2"
"AARS","Alanyl-TRNA Synthetase","Protein Coding","64","GC16M070252","0.54","/cgi-bin/carddisp.pl?gene=AARS"
"PTPRS","Protein Tyrosine Phosphatase, Receptor Type S","Protein Coding","64","GC19M005157","0.54","/cgi-bin/carddisp.pl?gene=PTPRS"
"TNFRSF25","TNF Receptor Superfamily Member 25","Protein Coding","64","GC01M006521","0.54","/cgi-bin/carddisp.pl?gene=TNFRSF25"
"IDH3B","Isocitrate Dehydrogenase 3 (NAD(+)) Beta","Protein Coding","64","GC20M002658","0.54","/cgi-bin/carddisp.pl?gene=IDH3B"
"RPTOR","Regulatory Associated Protein Of MTOR Complex 1","Protein Coding","64","GC17P080544","0.54","/cgi-bin/carddisp.pl?gene=RPTOR"
"PSMA3","Proteasome Subunit Alpha 3","Protein Coding","64","GC14P058244","0.54","/cgi-bin/carddisp.pl?gene=PSMA3"
"CDC6","Cell Division Cycle 6","Protein Coding","64","GC17P040287","0.54","/cgi-bin/carddisp.pl?gene=CDC6"
"CTPS1","CTP Synthase 1","Protein Coding","64","GC01P040979","0.54","/cgi-bin/carddisp.pl?gene=CTPS1"
"DAXX","Death Domain Associated Protein","Protein Coding","64","GC06M033318","0.54","/cgi-bin/carddisp.pl?gene=DAXX"
"TJP1","Tight Junction Protein 1","Protein Coding","64","GC15M029699","0.54","/cgi-bin/carddisp.pl?gene=TJP1"
"SET","SET Nuclear Proto-Oncogene","Protein Coding","64","GC09P128684","0.54","/cgi-bin/carddisp.pl?gene=SET"
"PRDX3","Peroxiredoxin 3","Protein Coding","64","GC10M119167","0.54","/cgi-bin/carddisp.pl?gene=PRDX3"
"PRDX4","Peroxiredoxin 4","Protein Coding","64","GC0XP023592","0.54","/cgi-bin/carddisp.pl?gene=PRDX4"
"MCCC1","Methylcrotonoyl-CoA Carboxylase 1","Protein Coding","64","GC03M183015","0.54","/cgi-bin/carddisp.pl?gene=MCCC1"
"NCOR2","Nuclear Receptor Corepressor 2","Protein Coding","64","GC12M124324","0.54","/cgi-bin/carddisp.pl?gene=NCOR2"
"TBX5","T-Box 5","Protein Coding","64","GC12M114353","0.54","/cgi-bin/carddisp.pl?gene=TBX5"
"ABCC5","ATP Binding Cassette Subfamily C Member 5","Protein Coding","63","GC03M183919","0.54","/cgi-bin/carddisp.pl?gene=ABCC5"
"ACTR2","ARP2 Actin Related Protein 2 Homolog","Protein Coding","63","GC02P065227","0.54","/cgi-bin/carddisp.pl?gene=ACTR2"
"SREBF2","Sterol Regulatory Element Binding Transcription Factor 2","Protein Coding","63","GC22P041833","0.54","/cgi-bin/carddisp.pl?gene=SREBF2"
"CHD1","Chromodomain Helicase DNA Binding Protein 1","Protein Coding","63","GC05M098853","0.54","/cgi-bin/carddisp.pl?gene=CHD1"
"FOXM1","Forkhead Box M1","Protein Coding","63","GC12M002857","0.54","/cgi-bin/carddisp.pl?gene=FOXM1"
"OGT","O-Linked N-Acetylglucosamine (GlcNAc) Transferase","Protein Coding","63","GC0XP071534","0.54","/cgi-bin/carddisp.pl?gene=OGT"
"MARK2","Microtubule Affinity Regulating Kinase 2","Protein Coding","63","GC11P063857","0.54","/cgi-bin/carddisp.pl?gene=MARK2"
"NONO","Non-POU Domain Containing, Octamer-Binding","Protein Coding","63","GC0XP071283","0.54","/cgi-bin/carddisp.pl?gene=NONO"
"PSMD9","Proteasome 26S Subunit, Non-ATPase 9","Protein Coding","63","GC12P121975","0.54","/cgi-bin/carddisp.pl?gene=PSMD9"
"FBL","Fibrillarin","Protein Coding","63","GC19M039834","0.54","/cgi-bin/carddisp.pl?gene=FBL"
"BLVRA","Biliverdin Reductase A","Protein Coding","63","GC07P043798","0.54","/cgi-bin/carddisp.pl?gene=BLVRA"
"NEK9","NIMA Related Kinase 9","Protein Coding","63","GC14M075079","0.54","/cgi-bin/carddisp.pl?gene=NEK9"
"GBF1","Golgi Brefeldin A Resistant Guanine Nucleotide Exchange Factor 1","Protein Coding","63","GC10P102245","0.54","/cgi-bin/carddisp.pl?gene=GBF1"
"MAD1L1","MAD1 Mitotic Arrest Deficient Like 1","Protein Coding","63","GC07M001815","0.54","/cgi-bin/carddisp.pl?gene=MAD1L1"
"ATP2C1","ATPase Secretory Pathway Ca2+ Transporting 1","Protein Coding","63","GC03P130850","0.54","/cgi-bin/carddisp.pl?gene=ATP2C1"
"ATP2B2","ATPase Plasma Membrane Ca2+ Transporting 2","Protein Coding","63","GC03M010324","0.54","/cgi-bin/carddisp.pl?gene=ATP2B2"
"GFER","Growth Factor, Augmenter Of Liver Regeneration","Protein Coding","63","GC16P001984","0.54","/cgi-bin/carddisp.pl?gene=GFER"
"INHBB","Inhibin Beta B Subunit","Protein Coding","63","GC02P120347","0.54","/cgi-bin/carddisp.pl?gene=INHBB"
"C1QBP","Complement C1q Binding Protein","Protein Coding","63","GC17M005432","0.54","/cgi-bin/carddisp.pl?gene=C1QBP"
"GRIK3","Glutamate Ionotropic Receptor Kainate Type Subunit 3","Protein Coding","63","GC01M036795","0.54","/cgi-bin/carddisp.pl?gene=GRIK3"
"RNGTT","RNA Guanylyltransferase And 5'-Phosphatase","Protein Coding","63","GC06M088609","0.54","/cgi-bin/carddisp.pl?gene=RNGTT"
"MCM6","Minichromosome Maintenance Complex Component 6","Protein Coding","63","GC02M135839","0.54","/cgi-bin/carddisp.pl?gene=MCM6"
"GGH","Gamma-Glutamyl Hydrolase","Protein Coding","63","GC08M063015","0.54","/cgi-bin/carddisp.pl?gene=GGH"
"CLTA","Clathrin Light Chain A","Protein Coding","63","GC09P036180","0.54","/cgi-bin/carddisp.pl?gene=CLTA"
"PPP6C","Protein Phosphatase 6 Catalytic Subunit","Protein Coding","63","GC09M125147","0.54","/cgi-bin/carddisp.pl?gene=PPP6C"
"ANP32A","Acidic Nuclear Phosphoprotein 32 Family Member A","Protein Coding","63","GC15M068778","0.54","/cgi-bin/carddisp.pl?gene=ANP32A"
"AMFR","Autocrine Motility Factor Receptor","Protein Coding","63","GC16M056361","0.54","/cgi-bin/carddisp.pl?gene=AMFR"
"STIP1","Stress Induced Phosphoprotein 1","Protein Coding","63","GC11P064203","0.54","/cgi-bin/carddisp.pl?gene=STIP1"
"NUMA1","Nuclear Mitotic Apparatus Protein 1","Protein Coding","63","GC11M072002","0.54","/cgi-bin/carddisp.pl?gene=NUMA1"
"OGDH","Oxoglutarate Dehydrogenase","Protein Coding","63","GC07P044646","0.54","/cgi-bin/carddisp.pl?gene=OGDH"
"RDH11","Retinol Dehydrogenase 11 (All-Trans/9-Cis/11-Cis)","Protein Coding","63","GC14M067676","0.54","/cgi-bin/carddisp.pl?gene=RDH11"
"TARS","Threonyl-TRNA Synthetase","Protein Coding","63","GC05P033476","0.54","/cgi-bin/carddisp.pl?gene=TARS"
"RPL10","Ribosomal Protein L10","Protein Coding","63","GC0XP154389","0.54","/cgi-bin/carddisp.pl?gene=RPL10"
"IL18R1","Interleukin 18 Receptor 1","Protein Coding","63","GC02P102345","0.54","/cgi-bin/carddisp.pl?gene=IL18R1"
"PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","63","GC19P000797","0.54","/cgi-bin/carddisp.pl?gene=PTBP1"
"SLK","STE20 Like Kinase","Protein Coding","63","GC10P103967","0.54","/cgi-bin/carddisp.pl?gene=SLK"
"RIT1","Ras Like Without CAAX 1","Protein Coding","63","GC01M155867","0.54","/cgi-bin/carddisp.pl?gene=RIT1"
"EIF2B1","Eukaryotic Translation Initiation Factor 2B Subunit Alpha","Protein Coding","63","GC12M123620","0.54","/cgi-bin/carddisp.pl?gene=EIF2B1"
"SNAI2","Snail Family Transcriptional Repressor 2","Protein Coding","63","GC08M048854","0.54","/cgi-bin/carddisp.pl?gene=SNAI2"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","63","GC03P033839","0.54","/cgi-bin/carddisp.pl?gene=PDCD6IP"
"WWP2","WW Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","63","GC16P069796","0.54","/cgi-bin/carddisp.pl?gene=WWP2"
"DUOX2","Dual Oxidase 2","Protein Coding","63","GC15M045092","0.54","/cgi-bin/carddisp.pl?gene=DUOX2"
"DYNC1H1","Dynein Cytoplasmic 1 Heavy Chain 1","Protein Coding","63","GC14P102459","0.54","/cgi-bin/carddisp.pl?gene=DYNC1H1"
"ACAA2","Acetyl-CoA Acyltransferase 2","Protein Coding","63","GC18M049782","0.54","/cgi-bin/carddisp.pl?gene=ACAA2"
"RAB3A","RAB3A, Member RAS Oncogene Family","Protein Coding","63","GC19M018168","0.54","/cgi-bin/carddisp.pl?gene=RAB3A"
"FKBP8","FK506 Binding Protein 8","Protein Coding","63","GC19M018503","0.54","/cgi-bin/carddisp.pl?gene=FKBP8"
"UBC","Ubiquitin C","Protein Coding","63","GC12M124911","0.54","/cgi-bin/carddisp.pl?gene=UBC"
"NARS","Asparaginyl-TRNA Synthetase","Protein Coding","63","GC18M057600","0.54","/cgi-bin/carddisp.pl?gene=NARS"
"PAM","Peptidylglycine Alpha-Amidating Monooxygenase","Protein Coding","63","GC05P102753","0.54","/cgi-bin/carddisp.pl?gene=PAM"
"MT2A","Metallothionein 2A","Protein Coding","63","GC16P056614","0.54","/cgi-bin/carddisp.pl?gene=MT2A"
"ESD","Esterase D","Protein Coding","63","GC13M046771","0.54","/cgi-bin/carddisp.pl?gene=ESD"
